campaign_code,Date,Profile name,Profile followers,Platform,Content type,Media type,Labels,Total impressions,Total reach,Engagements,Total likes,Total comments,Total shares,Saves,Media views,Exits,Taps forward,Taps back,Completion rate,Video view count,Content ID
JeffKoons_LE_25,2026-03-16 17:01:24,Avant Insiders,73406,instagram,story,photo,Edition;JeffKoons_LE_25,569,450,0,,0,0,,569,76,333,14,0.25659052,,18106115425849392
JeffKoons_LE_25,2026-03-16 17:00:00,Avant Arte,2896771,instagram,post,carousel,Edition;JeffKoons_LE_25,118836,51324,918,797,32,35,51,118836,,,,,,18154223659443197
JeffKoons_LE_25,2026-03-16 16:59:26,Avant Arte,2896771,instagram,story,photo,Edition;JeffKoons_LE_25,10397,8789,0,,0,3,,10397,947,6065,140,0.31210926,,18071168708550388
LucianFreud_TL_26,2026-03-16 14:02:16,Avant Insiders,73406,instagram,story,photo,Edition;LucianFreud_TL_26,536,457,0,,0,0,,536,71,330,2,0.24813433,,18157778377438162
LucianFreud_TL_26,2026-03-16 14:00:42,Avant Arte,2896694,instagram,story,photo,Edition;LucianFreud_TL_26,10261,8874,0,,0,2,,10261,1001,6351,79,0.27580157,,18094872098105716
LucianFreud_TL_26,2026-03-16 14:00:02,Avant Arte,13573,twitter,post,photo,Edition;LucianFreud_TL_26,377,,40,2,0,0,,,,,,,,2033543819107385823
LucianFreud_TL_26,2026-03-16 14:00:01,Avant Arte,2896694,instagram,post,carousel,Edition;LucianFreud_TL_26,87899,38383,1294,1157,13,30,87,87899,,,,,,18115381543730041
LucianFreud_TL_26,2026-03-16 14:00:00,Avant Insiders,73406,instagram,post,carousel,Edition;LucianFreud_TL_26,5314,2514,69,63,0,4,2,5314,,,,,,18110147494693579
GrantRiven_LE_26,2026-03-13 17:23:35,Avant Arte,13571,twitter,shared,photo,Edition;GrantRiven_LE_26,0,,,,,,,,,,,,,2032507878792179781
GrantRiven_LE_26,2026-03-13 17:03:12,Avant Insiders,73418,instagram,story,photo,Edition;GrantRiven_LE_26,570,493,0,,0,0,,570,66,340,9,0.27192983,,17929655859238793
GrantRiven_LE_26,2026-03-13 17:00:14,Avant Arte,2894140,instagram,story,photo,Edition;GrantRiven_LE_26,10780,9637,1,,1,2,,10780,1196,6374,66,0.29165122,,17882526099379173
GrantRiven_LE_26,2026-03-13 17:00:02,Avant Arte,13571,twitter,post,photo,Edition;GrantRiven_LE_26,1125,,137,19,1,3,,,,,,,,2032501952530022825
GrantRiven_LE_26,2026-03-13 17:00:00,Avant Insiders,73418,instagram,post,carousel,Edition;GrantRiven_LE_26,2922,1280,72,59,3,4,4,2922,,,,,,18086640442980524
GrantRiven_LE_26,2026-03-13 17:00:00,Avant Arte,2894140,instagram,post,carousel,Edition;GrantRiven_LE_26,77066,29582,751,674,13,19,43,77066,,,,,,18078830876093123
MickaleneT_TL_26,2026-03-12 16:59:23,Avant Arte,2893797,instagram,story,photo,Edition;MickaleneT_TL_26,11767,10397,0,,0,1,,11767,1288,7218,120,0.26693293,,18087907706184275
EmCooper_TL_25,2026-03-06 09:10:56,Avant Insiders,73417,instagram,story,photo,Edition;EmCooper_TL_25,544,441,0,,0,0,,544,58,347,11,0.23529412,,18115382368645344
EmCooper_TL_25,2026-03-06 09:01:11,Avant Arte,2892769,instagram,story,photo,Edition;EmCooper_TL_25,5772,5300,0,,0,0,,5772,479,4519,66,0.12266112,,18068941163638400
EmCooper_TL_25,2026-03-06 09:01:04,Avant Arte,2892769,instagram,story,photo,Edition;EmCooper_TL_25,6911,6282,0,,0,0,,6911,575,4669,70,0.23108089,,18042017678750476
MickaleneT_TL_26,2026-03-05 17:03:15,Avant Insiders,73421,instagram,story,photo,Edition;MickaleneT_TL_26,440,352,0,,0,0,,440,43,296,13,0.2,,18036018500595228
MickaleneT_TL_26,2026-03-05 17:02:06,Avant Arte,2892664,instagram,story,photo,Edition;MickaleneT_TL_26,5636,4869,0,,0,0,,5636,600,4043,83,0.16146202,,18042405860741790
MickaleneT_TL_26,2026-03-05 17:00:34,Avant Arte,2892664,instagram,collaboration,carousel,Edition;MickaleneT_TL_26,77671,32332,4742,4568,13,43,107,77671,,,,,,18056398070444747
MickaleneT_TL_26,2026-03-05 17:00:00,Avant Insiders,73421,instagram,post,carousel,Edition;MickaleneT_TL_26,1982,872,31,27,1,1,1,1982,,,,,,18057703409392668
EmCooper_TL_25,2026-03-05 14:00:57,Avant Insiders,73421,instagram,story,photo,Edition;EmCooper_TL_25,420,371,0,,0,0,,420,28,333,10,0.11666667,,18106579993634085
EmCooper_TL_25,2026-03-05 14:00:46,Avant Insiders,73421,instagram,story,photo,Edition;EmCooper_TL_25,536,457,0,,0,0,,536,51,321,7,0.29291046,,18089414393329835
EmCooper_TL_25,2026-03-05 13:59:47,Avant Arte,2892613,instagram,story,photo,Edition;EmCooper_TL_25,5501,5026,0,,0,0,,5501,335,4455,105,0.11016179,,17955905418079650
EmCooper_TL_25,2026-03-05 13:59:22,Avant Arte,2892613,instagram,story,photo,Edition;EmCooper_TL_25,6184,5541,0,,0,0,,6184,397,4601,152,0.16720569,,18114448117653461
LucianFreud_TL_26,2026-03-05 11:07:55,Avant Arte,2892595,instagram,story,photo,Edition;LucianFreud_TL_26,8087,6939,0,,0,0,,8087,815,4960,91,0.2746383,,18113147128639837
LucianFreud_TL_26,2026-03-05 11:00:00,Avant Arte,13583,twitter,post,photo,Edition;LucianFreud_TL_26,,,,0,0,0,,,,,,,,2029512247546912944
LucianFreud_TL_26,2026-03-05 11:00:00,Avant Arte,2892595,instagram,post,carousel,Edition;LucianFreud_TL_26,108201,45989,4013,3579,11,86,314,108201,,,,,,18080776415595488
JeffKoons_LE_25,2026-03-04 17:01:45,Avant Arte,2892870,instagram,story,photo,Edition;JeffKoons_LE_25,18481,15970,0,,0,3,,18481,852,5982,172,0.62090796,,18128618686480910
JeffKoons_LE_25,2026-03-04 17:00:07,Avant Arte,2892870,instagram,collaboration,reel,Edition;JeffKoons_LE_25,64454,47800,1087,801,54,126,106,64454,,,,,64454,18426250003141063
EmCooper_TL_25,2026-03-04 14:03:11,Avant Insiders,73430,instagram,story,photo,Edition;EmCooper_TL_25,892,726,0,,0,0,,892,103,499,15,0.30829597,,18447914302104268
EmCooper_TL_25,2026-03-04 14:01:17,Avant Arte,2892855,instagram,story,photo,Edition;EmCooper_TL_25,10902,9351,0,,0,1,,10902,1114,6429,85,0.30031186,,18141481522483630
EmCooper_TL_25,2026-03-04 14:00:07,Avant Arte,2892855,instagram,collaboration,carousel,Edition;EmCooper_TL_25,823255,254466,29373,27473,38,345,567,823255,,,,,,18169283938398075
EmCooper_TL_25,2026-03-04 14:00:00,Avant Arte,13578,twitter,post,photo,Edition;EmCooper_TL_25,496,,96,7,0,1,,,,,,,,2029195155564314916
EmCooper_TL_25,2026-03-04 14:00:00,Avant Insiders,73430,instagram,post,carousel,Edition;EmCooper_TL_25,1684,740,23,20,0,1,2,1684,,,,,,17843679228696061
LucTuymans_LE_26,2026-03-03 16:01:24,Avant Insiders,73440,instagram,story,photo,Edition;LucTuymans_LE_26,780,643,0,,0,0,,780,82,466,5,0.29102564,,18082387781521650
LucTuymans_LE_26,2026-03-03 16:00:15,Avant Arte,2892635,instagram,story,photo,Edition;LucTuymans_LE_26,9676,8656,1,,1,3,,9676,1115,6652,97,0.18726747,,18154564828432812
LucTuymans_LE_26,2026-03-03 16:00:02,Avant Arte,13582,twitter,post,photo,Edition;LucTuymans_LE_26,540,,45,8,0,1,,,,,,,,2028862974417383472
LucTuymans_LE_26,2026-03-03 16:00:00,Avant Insiders,73440,instagram,post,carousel,Edition;LucTuymans_LE_26,2142,988,52,44,1,3,4,2142,,,,,,18078557282371955
LucTuymans_LE_26,2026-03-03 16:00:00,Avant Arte,2892635,instagram,post,carousel,Edition;LucTuymans_LE_26,107128,51267,1583,1441,18,38,76,107128,,,,,,18362336086201061
JeanMichel_LE_25,2026-03-03 10:42:51,Avant Arte,2892619,instagram,collaboration,reel,Edition;JeanMichel_LE_25;Reel,69919,50896,1246,988,25,112,121,69919,,,,,69919,17899161624245980
JeanMichel_LE_25,2026-03-02 12:00:54,Avant Insiders,73436,instagram,story,photo,Edition;JeanMichel_LE_25,1376,1128,0,,0,1,,1376,110,459,13,0.5770349,,18054275174687133
JeanMichel_LE_25,2026-03-02 12:00:02,Avant Arte,2892471,instagram,story,photo,Edition;JeanMichel_LE_25,17172,15164,0,,0,4,,17172,1730,10359,126,0.2886676,,18091586786113460
GrantRiven_LE_26,2026-02-27 17:00:00,Avant Arte,13574,twitter,post,photo,Edition;GrantRiven_LE_26,2373,,231,38,4,3,,,,,,,,2027428516141433096
GrantRiven_LE_26,2026-02-27 16:59:16,Avant Arte,2891998,instagram,story,photo,Edition;GrantRiven_LE_26,10882,9327,4,,4,2,,10882,1069,7326,160,0.21383937,,18087372772925994
EmCooper_TL_25,2026-02-25 14:00:23,Avant Arte,2891739,instagram,collaboration,reel,Edition;EmCooper_TL_25,269537,174678,3751,3508,12,73,164,269537,,,,,269537,18093240371081076
JeffKoons_LE_25,2026-02-23 17:05:01,Avant Insiders,73440,instagram,story,photo,Edition;JeffKoons_LE_25,892,697,0,,0,6,,892,121,463,9,0.3352018,,17861389656534389
JeffKoons_LE_25,2026-02-23 17:04:16,Avant Insiders,73441,instagram,post,carousel,Edition;JeffKoons_LE_25,4099,1791,45,38,2,1,4,4099,,,,,,17967330558010131
JeffKoons_LE_25,2026-02-23 17:02:02,Avant Arte,2891817,instagram,story,photo,Edition;JeffKoons_LE_25,10211,8607,2,,2,7,,10211,1120,7196,158,0.17011066,,18105153460864401
JeffKoons_LE_25,2026-02-23 17:00:36,Avant Arte,2891817,instagram,post,carousel,Edition;JeffKoons_LE_25,109830,41275,541,353,36,83,66,109830,,,,,,17936418459164445
LucTuymans_LE_26,2026-02-23 16:00:15,Avant Arte,2891801,instagram,story,photo,Edition;LucTuymans_LE_26,14655,12538,2,,2,0,,14655,1437,8577,78,0.3113613,,17852340876602177
LucTuymans_LE_26,2026-02-23 16:00:00,Avant Arte,13554,twitter,post,photo,Edition;LucTuymans_LE_26,825,,74,19,2,0,,,,,,,,2025963865951900059
LucTuymans_LE_26,2026-02-23 16:00:00,Avant Arte,2891801,instagram,post,carousel,Edition;LucTuymans_LE_26,181430,87397,2950,2594,19,100,221,181430,,,,,,17917460028271140
Drift_LE_25,2026-02-21 14:00:02,Avant Arte,13556,twitter,post,photo,Drift_LE_25;Edition,903,,134,12,2,0,,,,,,,,2025208898404450325
Drift_LE_25,2026-02-21 14:00:00,Avant Insiders,73447,instagram,post,carousel,Drift_LE_25;Edition,2081,950,41,35,1,2,2,2081,,,,,,18100306021912465
Drift_LE_25,2026-02-21 14:00:00,Avant Arte,2891423,instagram,post,carousel,Drift_LE_25;Edition,91192,36004,967,835,4,25,96,91192,,,,,,17997824849876023
Drift_LE_25,2026-02-21 13:59:05,Avant Insiders,73448,instagram,story,photo,Drift_LE_25;Edition,813,666,0,,0,1,,813,83,461,11,0.31734318,,17881220595376640
Drift_LE_25,2026-02-21 13:58:07,Avant Arte,2891423,instagram,story,photo,Drift_LE_25;Edition,15999,14387,0,,0,0,,15999,1804,10116,117,0.24764048,,17856666831664791
MickaleneT_TL_26,2026-02-20 17:02:40,Avant Insiders,73459,instagram,story,photo,Edition;MickaleneT_TL_26,808,684,1,,1,0,,808,95,458,15,0.2970297,,18561801991018667
MickaleneT_TL_26,2026-02-20 17:01:46,Avant Arte,2891426,instagram,story,photo,Edition;MickaleneT_TL_26,15964,14288,3,,3,2,,15964,1668,9487,106,0.29460034,,17932913301038876
MickaleneT_TL_26,2026-02-20 17:00:35,Avant Arte,2891426,instagram,collaboration,carousel,Edition;MickaleneT_TL_26,91473,38684,2131,1637,58,205,208,91473,,,,,,18085236455222590
MickaleneT_TL_26,2026-02-20 17:00:00,Avant Arte,13552,twitter,post,photo,Edition;MickaleneT_TL_26,667,,65,13,0,1,,,,,,,,2024891800490570183
MickaleneT_TL_26,2026-02-20 17:00:00,Avant Insiders,73459,instagram,post,reel,Edition;MickaleneT_TL_26,2790,2164,97,72,5,12,8,2790,,,,,2790,18078240998061488
Drift_LE_25,2026-02-20 14:00:03,Avant Arte,13551,twitter,post,photo,Drift_LE_25;Edition,,,,0,0,0,,,,,,,,2024846512308801622
MaurizioC_LE_26,2026-02-19 17:10:54,Avant Insiders,73466,instagram,story,photo,Edition;MaurizioC_LE_26,506,369,0,,0,0,,506,81,279,60,0.16996047,,18111550963655878
MaurizioC_LE_26,2026-02-19 17:09:15,Avant Arte,2891563,instagram,story,photo,Edition;MaurizioC_LE_26,5931,5106,0,,0,0,,5931,545,4481,222,0.11515765,,18078420971368002
JeffKoons_LE_25,2026-02-19 17:02:16,Avant Insiders,73466,instagram,story,photo,Edition;JeffKoons_LE_25,4221,3412,1,,1,1,,4221,38,375,21,0.89718074,,17898614289242327
JeffKoons_LE_25,2026-02-19 17:01:09,Avant Arte,2891563,instagram,story,photo,Edition;JeffKoons_LE_25,9392,7702,0,,0,3,,9392,274,5048,234,0.40843272,,17874639756516670
JeffKoons_LE_25,2026-02-19 17:01:02,Avant Arte,2891563,instagram,story,photo,Edition;JeffKoons_LE_25,7051,6117,0,,0,5,,7051,351,5117,81,0.21301943,,17874233595518294
JeffKoons_LE_25,2026-02-19 17:00:18,Avant Arte,2891563,instagram,collaboration,carousel,Edition;JeffKoons_LE_25,393770,168414,5774,4610,237,626,283,393770,,,,,,17881948839461470
JeffKoons_LE_25,2026-02-19 17:00:01,Avant Arte,13550,twitter,post,photo,Edition;JeffKoons_LE_25,4512,,533,26,2,0,,,,,,,,2024529418064929234
JeffKoons_LE_25,2026-02-19 17:00:00,Avant Insiders,73466,instagram,post,carousel,Edition;JeffKoons_LE_25,11007,4523,232,191,4,28,7,11007,,,,,,18218124187313846
Katharina_TL_25,2026-02-19 14:03:31,Avant Insiders,73465,instagram,story,photo,Edition;Katharina_TL_25,411,340,0,,0,0,,411,31,320,16,0.10705596,,18070982999544608
Katharina_TL_25,2026-02-19 14:03:23,Avant Insiders,73465,instagram,story,photo,Edition;Katharina_TL_25,424,360,0,,0,0,,424,18,338,9,0.13915095,,18088040930142720
Katharina_TL_25,2026-02-19 14:02:27,Avant Arte,2891546,instagram,story,photo,Edition;Katharina_TL_25,7211,6496,0,,0,1,,7211,368,5221,84,0.21328525,,18203152210334473
Katharina_TL_25,2026-02-19 14:02:04,Avant Arte,2891546,instagram,story,photo,Edition;Katharina_TL_25,8392,7494,1,,1,1,,8392,386,5337,118,0.30398,,18091243024865601
Katharina_TL_25,2026-02-19 14:00:32,Avant Arte,2891546,instagram,collaboration,reel,Edition;Katharina_TL_25,127540,91289,5575,4177,55,669,674,127540,,,,,127540,18052078391703621
Katharina_TL_25,2026-02-19 14:00:02,Avant Arte,13551,twitter,post,photo,Edition;Katharina_TL_25,562,,57,11,0,2,,,,,,,,2024484120974545054
ManRay_TL_25,2026-02-19 11:01:16,Avant Insiders,73465,instagram,story,photo,Edition;ManRay_TL_25,483,387,0,,0,0,,483,43,321,10,0.22567287,,18080029631255540
ManRay_TL_25,2026-02-19 11:00:16,Avant Arte,2891562,instagram,story,photo,Edition;ManRay_TL_25,15252,13278,1,,1,0,,15252,1201,8522,109,0.35536322,,18092712653073150
ManRay_TL_25,2026-02-19 11:00:01,Avant Arte,13552,twitter,post,photo,Edition;ManRay_TL_25,362,,33,9,0,1,,,,,,,,2024438818498297960
ManRay_TL_25,2026-02-19 11:00:00,Avant Arte,2891562,instagram,post,carousel,Edition;ManRay_TL_25,74242,29144,1243,1138,7,33,48,74242,,,,,,17894971842409618
ManRay_TL_25,2026-02-18 17:15:09,Avant Insiders,73470,instagram,story,photo,Edition;ManRay_TL_25,722,617,0,,0,0,,722,71,428,7,0.29916897,,17933970075188051
ManRay_TL_25,2026-02-18 17:14:29,Avant Arte,2891734,instagram,story,photo,Edition;ManRay_TL_25,20095,17633,0,,0,1,,20095,1680,11830,140,0.32072654,,18091446377104232
JeffKoons_LE_25,2026-02-18 17:00:02,Avant Arte,13554,twitter,post,photo,Edition;JeffKoons_LE_25,,,,0,0,0,,,,,,,,2024167032259051841
ManRay_TL_25,2026-02-17 17:00:57,Avant Insiders,73481,instagram,story,photo,Edition;ManRay_TL_25,770,654,0,,0,1,,770,71,468,9,0.2883117,,17998784084726702
ManRay_TL_25,2026-02-17 17:00:07,Avant Arte,2891823,instagram,story,photo,Edition;ManRay_TL_25,9094,8139,1,,1,1,,9094,972,6573,92,0.16021553,,18065032139301160
ManRay_TL_25,2026-02-17 17:00:01,Avant Arte,13555,twitter,post,photo,Edition;ManRay_TL_25,225,,15,6,0,1,,,,,,,,2023804640501100713
ManRay_TL_25,2026-02-17 17:00:00,Avant Insiders,73481,instagram,post,carousel,Edition;ManRay_TL_25,2190,926,33,30,0,0,3,2190,,,,,,17847626076661141
ManRay_TL_25,2026-02-17 17:00:00,Avant Arte,2891823,instagram,post,reel,Edition;ManRay_TL_25,278895,195406,19619,13722,72,3031,2793,278895,,,,,278895,18112703014631676
Katharina_TL_25,2026-02-17 13:59:25,Avant Arte,2891816,instagram,story,photo,Edition;Katharina_TL_25,10233,8728,0,,0,1,,10233,732,6244,129,0.3056777,,17878032621475002
JeanMichel_LE_25,2026-02-17 12:06:33,Avant Arte,2891811,instagram,story,photo,Edition;JeanMichel_LE_25,13082,11271,1,,1,1,,13082,1152,7340,97,0.34344903,,18552532063024754
JeanMichel_LE_25,2026-02-17 12:00:00,Avant Arte,2891811,instagram,post,carousel,Edition;JeanMichel_LE_25,89397,35108,611,556,3,14,34,89397,,,,,,18412648507133207
Drift_LE_25,2026-02-13 16:25:07,Avant Arte,2891448,instagram,story,photo,Drift_LE_25;Edition,9735,8165,1,,1,0,,9735,917,6797,83,0.1990755,,17986570823780415
Drift_LE_25,2026-02-13 15:00:03,Avant Arte,13555,twitter,post,photo,Drift_LE_25;Edition,1239,,83,15,0,1,,,,,,,,2022324897444479277
Katharina_TL_25,2026-02-13 14:01:12,Avant Insiders,73499,instagram,story,photo,Edition;Katharina_TL_25,657,560,0,,0,0,,657,71,401,4,0.27549466,,18081924896260102
Katharina_TL_25,2026-02-13 14:00:20,Avant Arte,2891436,instagram,story,photo,Edition;Katharina_TL_25,9828,8628,0,,0,0,,9828,912,6250,84,0.26271877,,18042593060727008
Katharina_TL_25,2026-02-13 14:00:00,Avant Arte,13555,twitter,post,photo,Edition;Katharina_TL_25,518,,52,9,1,1,,,,,,,,2022309788227707141
Katharina_TL_25,2026-02-13 14:00:00,Avant Insiders,73499,instagram,post,carousel,Edition;Katharina_TL_25,1850,807,32,31,0,0,1,1850,,,,,,17921225415252055
Katharina_TL_25,2026-02-13 14:00:00,Avant Arte,2891436,instagram,post,carousel,Edition;Katharina_TL_25,84870,27652,546,503,5,11,25,84870,,,,,,18155005810428617
ManRay_TL_25,2026-02-12 17:00:08,Avant Arte,2891309,instagram,story,photo,Edition;ManRay_TL_25,6673,5932,0,,0,0,,6673,566,5112,126,0.13022628,,17963889797888714
ManRay_TL_25,2026-02-12 16:59:26,Avant Arte,2891309,instagram,story,photo,Edition;ManRay_TL_25,7520,6685,0,,0,0,,7520,487,5506,181,0.17898937,,18096761518746691
,2026-02-12 13:31:43,Avant Insiders,73508,instagram,story,photo,Edition;MarinaAbr-1502,540,469,0,,0,0,,540,61,335,9,0.25,,18157130743423075
,2026-02-12 13:31:07,Avant Arte,2891304,instagram,story,photo,Edition;MarinaAbr-1502,9226,8037,1,,1,1,,9226,967,5652,97,0.27205724,,17859994416599803
,2026-02-12 13:30:20,Avant Arte,2891304,instagram,post,carousel,Edition;MarinaAbr-1502,137061,48818,1432,1294,18,53,58,137061,,,,,,18554044600028375
,2026-02-12 13:30:00,Avant Arte,13555,twitter,post,photo,Edition;MarinaAbr-1502,319,,17,2,1,0,,,,,,,,2021939849939628189
,2026-02-11 17:01:44,Avant Insiders,73510,instagram,story,photo,Edition;MarinaAbr-1502,784,675,0,,0,0,,784,76,510,8,0.24234694,,18074078288379072
,2026-02-11 17:00:30,Avant Arte,2891344,instagram,story,photo,Edition;MarinaAbr-1502,23941,20515,0,,0,4,,23941,1829,10900,128,0.46297148,,17915343528127133
,2026-02-11 17:00:00,Avant Arte,2891344,instagram,post,carousel,Edition;MarinaAbr-1502,1062267,620995,18273,14585,111,1318,1540,1062267,,,,,,17951452023085971
Katharina_TL_25,2026-02-11 15:00:24,Avant Arte,2891325,instagram,post,carousel,Edition;Katharina_TL_25,122025,44640,2514,2178,23,103,188,122025,,,,,,18044283254718986
EmCooper_TL_25,2026-02-10 17:02:39,Avant Insiders,73516,instagram,story,photo,Edition;EmCooper_TL_25,783,664,0,,0,1,,783,94,407,1,0.3588761,,18009999641826784
,2026-02-10 17:01:43,Avant Arte,2891132,instagram,story,photo,Edition;MarinaAbr-1502,34659,29604,1,,1,9,,34659,2369,14874,219,0.49617705,,18559472821061661
,2026-02-10 17:00:32,Avant Arte,2891132,instagram,collaboration,reel,Edition;MarinaAbr-1502,219315,146340,7231,5627,187,549,871,219315,,,,,219315,18095230057947082
,2026-02-10 17:00:01,Avant Arte,13550,twitter,post,photo,Edition;MarinaAbr-1502,1668,,81,8,2,1,,,,,,,,2021267925617828085
,2026-02-10 17:00:00,Avant Insiders,73516,instagram,post,carousel,Edition;MarinaAbr-1502,3058,1386,52,42,0,7,3,3058,,,,,,18103169110836592
,2026-02-09 17:06:57,Avant Arte,2891024,instagram,story,photo,Edition;MarinaAbr-1502,25839,21791,5,,5,12,,25839,2613,16067,211,0.26889586,,17902277922365334
MaurizioC_LE_26,2026-02-06 17:00:00,Avant Arte,2889703,instagram,post,carousel,Edition;MaurizioC_LE_26,177110,60901,1324,1160,32,66,58,177110,,,,,,18095368753977924
MaurizioC_LE_26,2026-02-06 16:59:58,Avant Arte,2889703,instagram,story,photo,Edition;MaurizioC_LE_26,6188,5462,1,,1,0,,6188,607,4681,146,0.12184874,,18114702607620696
MaurizioC_LE_26,2026-02-06 16:59:39,Avant Arte,2889703,instagram,story,photo,Edition;MaurizioC_LE_26,6759,6081,0,,0,0,,6759,387,5038,105,0.18183163,,18038490401748944
EmCooper_TL_25,2026-02-06 14:00:38,Avant Insiders,73539,instagram,story,photo,Edition;EmCooper_TL_25,639,552,0,,0,0,,639,75,393,2,0.26447573,,18082874477231526
EmCooper_TL_25,2026-02-06 14:00:31,Avant Arte,13556,twitter,post,photo,Edition;EmCooper_TL_25,8228,,629,116,2,11,,,,,,,,2019773202780824054
EmCooper_TL_25,2026-02-06 14:00:02,Avant Arte,2889679,instagram,story,photo,Edition;EmCooper_TL_25,6331,5620,0,,0,0,,6331,476,4753,210,0.14089401,,18086279693139968
EmCooper_TL_25,2026-02-06 14:00:00,Avant Arte,2889679,instagram,post,carousel,Edition;EmCooper_TL_25,13503,4823,157,216,1,0,9,13503,,,,,,17997261812732280
EmCooper_TL_25,2026-02-06 14:00:00,Avant Insiders,73539,instagram,post,carousel,Edition;EmCooper_TL_25,3502,1528,47,43,0,3,1,3502,,,,,,18137407786494270
Pejac_Repeat_26,2026-02-06 13:52:39,Avant Arte,2889679,instagram,story,photo,Edition;Pejac_Repeat_26,7950,6947,0,,0,0,,7950,631,4947,82,0.28805032,,17955834917924976
ManRay_TL_25,2026-02-05 17:01:01,Avant Arte,2889349,instagram,story,photo,Edition;ManRay_TL_25,5747,4972,1,,1,0,,5747,533,4318,283,0.106664345,,18090583475099032
ManRay_TL_25,2026-02-05 17:00:27,Avant Arte,2889349,instagram,story,photo,Edition;ManRay_TL_25,6248,5399,0,,0,0,,6248,387,4549,95,0.19478233,,18082947209224543
Pejac_Repeat_26,2026-02-05 13:20:30,Avant Insiders,73544,instagram,story,photo,Edition;Pejac_Repeat_26,329,288,0,,0,0,,329,27,254,9,0.11854103,,17846663916660722
Pejac_Repeat_26,2026-02-05 13:20:22,Avant Insiders,73544,instagram,story,photo,Edition;Pejac_Repeat_26,335,298,0,,0,0,,335,15,273,13,0.10149254,,18101783695873389
Pejac_Repeat_26,2026-02-05 13:20:16,Avant Insiders,73544,instagram,story,photo,Edition;Pejac_Repeat_26,380,322,0,,0,0,,380,25,275,28,0.1368421,,17842291281691386
Pejac_Repeat_26,2026-02-05 13:20:10,Avant Insiders,73544,instagram,story,photo,Edition;Pejac_Repeat_26,489,392,0,,0,0,,489,49,261,7,0.35173824,,18305718652258394
Pejac_Repeat_26,2026-02-05 12:15:47,Avant Arte,2889370,instagram,story,photo,Edition;Pejac_Repeat_26,6085,5454,0,,0,1,,6085,265,4311,125,0.22744453,,18447157261100183
Pejac_Repeat_26,2026-02-05 12:15:38,Avant Arte,2889370,instagram,story,photo,Edition;Pejac_Repeat_26,6304,5640,0,,0,1,,6304,180,4503,148,0.23366117,,18557503327052444
Pejac_Repeat_26,2026-02-05 12:15:31,Avant Arte,2889370,instagram,story,photo,Edition;Pejac_Repeat_26,5918,5197,0,,0,0,,5918,279,4556,230,0.14413653,,18090392027023075
Pejac_Repeat_26,2026-02-05 12:15:24,Avant Arte,2889370,instagram,story,photo,Edition;Pejac_Repeat_26,9251,7752,0,,0,1,,9251,641,4527,76,0.43314236,,18086489912174642
Pejac_Repeat_26,2026-02-05 12:15:00,Avant Arte,2889370,instagram,post,carousel,Edition;Pejac_Repeat_26,118020,38520,999,943,4,18,31,118020,,,,,,18210020221319481
Katharina_TL_25,2026-02-04 14:03:18,Avant Insiders,73548,instagram,story,photo,Edition;Katharina_TL_25,325,286,0,,0,0,,325,29,252,4,0.12307692,,18089318264108864
Katharina_TL_25,2026-02-04 14:03:12,Avant Insiders,73548,instagram,story,photo,Edition;Katharina_TL_25,332,296,0,,0,0,,332,12,273,8,0.11746988,,17915566821124171
Katharina_TL_25,2026-02-04 14:03:07,Avant Insiders,73548,instagram,story,photo,Edition;Katharina_TL_25,375,315,0,,0,0,,375,19,278,15,0.168,,18420257920190128
Katharina_TL_25,2026-02-04 14:01:39,Avant Arte,2889022,instagram,story,photo,Edition;Katharina_TL_25,4759,4235,0,,0,0,,4759,401,3874,55,0.09014499,,18053053019445501
Katharina_TL_25,2026-02-04 14:01:16,Avant Arte,2889022,instagram,story,photo,Edition;Katharina_TL_25,4790,4332,0,,0,0,,4790,139,4190,76,0.08037578,,17920045401250405
Katharina_TL_25,2026-02-04 14:01:10,Avant Arte,2889022,instagram,story,photo,Edition;Katharina_TL_25,5227,4616,0,,0,0,,5227,221,4236,124,0.123589054,,17872934448512932
Pejac_Repeat_26,2026-02-04 12:17:46,Avant Insiders,73549,instagram,story,photo,Edition;Pejac_Repeat_26,372,310,0,,0,0,,372,20,288,14,0.13440861,,18127491037469770
Pejac_Repeat_26,2026-02-04 12:17:41,Avant Insiders,73549,instagram,story,photo,Edition;Pejac_Repeat_26,376,319,0,,0,0,,376,19,292,19,0.122340426,,17899078476379479
Pejac_Repeat_26,2026-02-04 12:17:15,Avant Insiders,73549,instagram,story,photo,Edition;Pejac_Repeat_26,435,335,0,,0,0,,435,25,298,37,0.1724138,,18117649114609045
Pejac_Repeat_26,2026-02-04 12:17:08,Avant Insiders,73549,instagram,story,photo,Edition;Pejac_Repeat_26,537,409,0,,0,0,,537,47,284,13,0.3594041,,18092366630072855
Pejac_Repeat_26,2026-02-04 12:16:25,Avant Arte,2888956,instagram,story,photo,Edition;Pejac_Repeat_26,6119,5306,0,,0,1,,6119,226,4399,159,0.21817291,,18126847621535603
Pejac_Repeat_26,2026-02-04 12:15:52,Avant Arte,2888956,instagram,story,photo,Edition;Pejac_Repeat_26,6372,5550,0,,0,1,,6372,204,4535,165,0.23038292,,18074088716623477
