campaign_name,spend_date,impressions,reach,link_clicks,spend
Inventory_Test_Q4_24,2025-08-22,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-22,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-22,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-22,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-22,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-22,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-22,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-22,0,0,0,0
AiWeiwei_NVase_25 · Sign-ups,2025-08-21,338350,319573,7049,2538.52
CarrieMae_TL_25 · Purchases,2025-08-21,0,0,0,0
CleonPeter_Timed_25 · Sign-ups,2025-08-21,95288,84000,1347,532.06
DavidC_AIB_25 · Purchases,2025-08-21,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-21,60096,53882,962,462.87
Inventory_Test_25,2025-08-21,15571,12507,216,105.32
Inventory_Test_Q4_24,2025-08-21,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-21,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-21,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-21,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-21,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-21,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-21,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-21,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-20,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-20,0,0,0,0
AiWeiwei_NVase_25 · Sign-ups,2025-08-20,361492,335438,7753,2322.99
CleonPeter_Timed_25 · Sign-ups,2025-08-20,19179,17879,239,93.65
DavidC_AIB_25 · Purchases,2025-08-20,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-20,90737,79914,1399,618.6
Inventory_Test_25,2025-08-20,17396,14369,250,118.69
Inventory_Test_Q4_24,2025-08-20,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-20,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-20,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-20,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-20,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-20,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-20,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-20,0,0,0,0
AiWeiwei_NVase_25 · Sign-ups,2025-08-19,144547,136653,2193,842.22
CarrieMae_TL_25 · Purchases,2025-08-19,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-19,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-19,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-19,57870,53499,476,282.85
Inventory_Test_25,2025-08-19,17681,16503,99,65.71
Inventory_Test_Q4_24,2025-08-19,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-19,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-19,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-19,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-19,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-19,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-19,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-19,0,0,0,0
AiWeiwei_NVase_25 · Sign-ups,2025-08-18,182954,170841,4194,1336.31
CarrieMae_TL_25 · Purchases,2025-08-18,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-18,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-18,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-18,14278,12380,210,108.43
Inventory_Test_25,2025-08-18,4987,4258,73,39.97
Inventory_Test_Q4_24,2025-08-18,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-18,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-18,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-18,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-18,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-18,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-18,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-18,0,0,0,0
AiWeiwei_NVase_25 · Sign-ups,2025-08-17,288176,268016,7746,2171.57
CarrieMae_TL_25 · Purchases,2025-08-17,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-17,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-17,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-17,24221,21442,401,207.83
Inventory_Test_25,2025-08-17,7894,6696,126,75.84
Inventory_Test_Q4_24,2025-08-17,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-17,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-17,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-17,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-17,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-17,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-17,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-17,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-16,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-16,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-16,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-16,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-16,22546,19054,456,195.98
Inventory_Test_25,2025-08-16,10612,8834,162,86.92
Inventory_Test_Q4_24,2025-08-16,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-16,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-16,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-16,0,0,0,0
AiWeiwei_NVase_25 · Sign-ups,2025-08-16,123217,118150,3379,833.32
PietParra_Dip_25 · Purchases,2025-08-16,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-16,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-16,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-16,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-15,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-15,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-15,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-15,27420,22697,346,165.68
Inventory_Test_25,2025-08-15,11370,9736,110,73.49
Inventory_Test_Q4_24,2025-08-15,10258,8557,42,33.37
JamesJarv_HangInThe_25 · Enter draw,2025-08-15,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-15,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-15,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-15,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-15,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-15,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-15,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-15,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-14,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-14,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-14,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-14,14354,12113,326,102.78
Inventory_Test_25,2025-08-14,10447,9559,84,58.23
Inventory_Test_Q4_24,2025-08-14,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-14,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-14,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-14,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-14,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-14,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-14,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-14,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-14,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-14,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-13,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-13,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-13,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-13,29485,25262,833,252.93
GabrielleG_AIB_25 · Purchases,2025-08-13,0,0,0,0
Inventory_Test_Q4_24,2025-08-13,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-13,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-13,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-13,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-13,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-13,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-13,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-13,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-13,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-13,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-12,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-12,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-12,0,0,0,0
Eniwamura_Neojomon_25 · Enter draw,2025-08-12,23296,20190,523,192.93
GabrielleG_AIB_25 · Purchases,2025-08-12,0,0,0,0
Inventory_Test_Q4_24,2025-08-12,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-12,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-12,7844,7260,50,53.41
JustinO_AIB_25 · Purchases,2025-08-12,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-12,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-12,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-12,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-12,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-12,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-12,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-11,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-11,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-11,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-11,0,0,0,0
Inventory_Test_Q4_24,2025-08-11,666,543,14,7.92
JamesJarv_HangInThe_25 · Enter draw,2025-08-11,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-11,24529,21826,224,157.67
JustinO_AIB_25 · Purchases,2025-08-11,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-11,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-11,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-11,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-11,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-11,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-11,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-10,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-10,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-10,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-10,0,0,0,0
Inventory_Test_Q4_24,2025-08-10,6184,4675,57,45.36
JamesJarv_HangInThe_25 · Enter draw,2025-08-10,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-10,21411,19340,212,157.83
CarrieMae_TL_25 · Purchases,2025-08-10,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-10,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-10,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-10,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-10,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-10,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-10,0,0,0,0
JustinO_AIB_25 · Purchases,2025-08-09,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-09,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-09,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-09,0,0,0,0
Inventory_Test_Q4_24,2025-08-09,10372,8549,117,67.57
JamesJarv_HangInThe_25 · Enter draw,2025-08-09,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-09,17793,16172,181,140.98
CarrieMae_TL_25 · Purchases,2025-08-09,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-09,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-09,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-09,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-09,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-09,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-09,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-08,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-08,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-08,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-08,0,0,0,0
Inventory_Test_Q4_24,2025-08-08,16519,14305,88,69.36
JamesJarv_HangInThe_25 · Enter draw,2025-08-08,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-08,32906,26529,217,161.02
JustinO_AIB_25 · Purchases,2025-08-08,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-08,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-08,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-08,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-08,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-08,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-08,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-07,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-07,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-07,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-07,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-07,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-07,35869,30605,273,202.3
JustinO_AIB_25 · Purchases,2025-08-07,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-07,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-07,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-07,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-07,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-07,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-07,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-06,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-06,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-06,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-06,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-06,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-06,40025,33500,304,208.99
JustinO_AIB_25 · Purchases,2025-08-06,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-06,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-06,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-06,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-06,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-06,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-06,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-05,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-05,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-05,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-05,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-05,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-05,29933,26028,295,187.57
JustinO_AIB_25 · Purchases,2025-08-05,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-05,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-05,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-05,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-05,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-05,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-05,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-04,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-04,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-04,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-04,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-04,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-04,37692,32659,355,205.92
JustinO_AIB_25 · Purchases,2025-08-04,0,0,0,0
LucianFre_TL_25 · Purchases,2025-08-04,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-04,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-04,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-04,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-04,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-04,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-03,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-03,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-03,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-03,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-03,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-03,27090,25119,375,194.48
JustinO_AIB_25 · Purchases,2025-08-03,568,547,11,5.69
LucianFre_TL_25 · Purchases,2025-08-03,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-03,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-03,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-03,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-03,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-03,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-08-02,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-02,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-02,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-02,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-02,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-02,29743,26975,462,212.38
JustinO_AIB_25 · Purchases,2025-08-02,2313,2153,46,17.33
LucianFre_TL_25 · Purchases,2025-08-02,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-02,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-02,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-02,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-02,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-02,3193,2656,61,22.31
CarrieMae_TL_25 · Purchases,2025-08-01,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-08-01,0,0,0,0
DavidC_AIB_25 · Purchases,2025-08-01,0,0,0,0
FelipePan_TL_25 · Purchases,2025-08-01,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-08-01,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-08-01,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-08-01,20216,18129,383,160.48
JustinO_AIB_25 · Purchases,2025-08-01,3853,3579,62,24.53
LucianFre_TL_25 · Purchases,2025-08-01,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-08-01,0,0,0,0
PietParra_Dip_25 · Purchases,2025-08-01,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-08-01,0,0,0,0
SHong_AIB_25 · Purchases,2025-08-01,0,0,0,0
TObata_AIB_25 · Purchases,2025-08-01,4613,3466,135,34.16
CarrieMae_TL_25 · Purchases,2025-07-31,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-07-31,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-31,0,0,0,0
FelipePan_TL_25 · Purchases,2025-07-31,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-31,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-31,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-07-31,20827,18546,449,169.78
JustinO_AIB_25 · Purchases,2025-07-31,6172,5823,121,38.87
LucianFre_TL_25 · Purchases,2025-07-31,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-31,0,0,0,0
PietParra_Dip_25 · Purchases,2025-07-31,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-31,0,0,0,0
SHong_AIB_25 · Purchases,2025-07-31,0,0,0,0
TObata_AIB_25 · Purchases,2025-07-31,6173,4970,193,46.05
CarrieMae_TL_25 · Purchases,2025-07-30,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-07-30,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-30,0,0,0,0
FelipePan_TL_25 · Purchases,2025-07-30,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-30,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-30,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-07-30,23893,21154,458,192
JustinO_AIB_25 · Purchases,2025-07-30,5791,5304,106,36.78
LucianFre_TL_25 · Purchases,2025-07-30,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-30,0,0,0,0
PietParra_Dip_25 · Purchases,2025-07-30,213713,186346,2745,906.15
PietParra_Dip_25 · Sign-ups,2025-07-30,0,0,0,0
SHong_AIB_25 · Purchases,2025-07-30,0,0,0,0
CarrieMae_TL_25 · Purchases,2025-07-29,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-07-29,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-29,2210,1852,28,22.08
FelipePan_TL_25 · Purchases,2025-07-29,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-29,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-29,0,0,0,0
JohnsonTs_Rememb_25 · Enter draw,2025-07-29,24671,20256,522,211.53
JustinO_AIB_25 · Purchases,2025-07-29,5112,4703,124,40.22
LucianFre_TL_25 · Purchases,2025-07-29,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-29,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-29,0,0,0,0
SHong_AIB_25 · Purchases,2025-07-29,4598,3882,95,42.83
CarrieMae_TL_25 · Purchases,2025-07-28,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-07-28,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-28,3353,2907,47,29.47
FelipePan_TL_25 · Purchases,2025-07-28,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-28,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-28,13777,12906,252,129.27
JohnsonTs_Rememb_25 · Enter draw,2025-07-28,14984,13526,269,129.13
JustinO_AIB_25 · Purchases,2025-07-28,6816,6460,143,45.09
LucianFre_TL_25 · Purchases,2025-07-28,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-28,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-28,15524,14789,179,90.97
SHong_AIB_25 · Purchases,2025-07-28,6027,5189,133,59.05
CarrieMae_TL_25 · Purchases,2025-07-27,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-07-27,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-27,2472,2181,32,25.98
FelipePan_TL_25 · Purchases,2025-07-27,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-27,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-27,65283,56596,1170,600.5
JustinO_AIB_25 · Purchases,2025-07-27,5958,5396,121,42.06
LucianFre_TL_25 · Sign-ups,2025-07-27,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-27,69689,64669,860,322.98
SHong_AIB_25 · Purchases,2025-07-27,7278,6467,168,66.04
CarrieMae_TL_25 · Purchases,2025-07-26,0,0,0,0
CarrieMae_TL_25 · Sign-ups,2025-07-26,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-26,2380,2055,40,27.95
FelipePan_TL_25 · Purchases,2025-07-26,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-26,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-26,52044,45266,975,540.16
JustinO_AIB_25 · Purchases,2025-07-26,5053,4566,109,40.5
LucianFre_TL_25 · Purchases,2025-07-26,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-26,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-26,51922,47247,582,271.38
SHong_AIB_25 · Purchases,2025-07-26,7183,6063,147,57.04
CarrieMae_TL_25 · Purchases,2025-07-25,118092,108165,1601,1931.03
CarrieMae_TL_25 · Sign-ups,2025-07-25,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-25,2916,2372,49,29.64
FelipePan_TL_25 · Purchases,2025-07-25,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-25,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-25,63274,55952,1039,576.24
JustinO_AIB_25 · Purchases,2025-07-25,6021,5550,100,57.68
LucianFre_TL_25 · Purchases,2025-07-25,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-25,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-25,72037,66329,846,366.32
SHong_AIB_25 · Purchases,2025-07-25,6301,5502,122,58.6
CarrieMae_TL_25 · Purchases,2025-07-24,187457,159176,2690,3291.08
CarrieMae_TL_25 · Sign-ups,2025-07-24,0,0,0,0
DavidC_AIB_25 · Purchases,2025-07-24,2333,1958,34,27.15
FelipePan_TL_25 - sign ups,2025-07-24,0,0,0,0
FelipePan_TL_25 · Purchases,2025-07-24,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-24,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-24,51467,45641,884,481.9
JustinO_AIB_25 · Purchases,2025-07-24,6784,6167,117,59.91
LeeUfan_From_25 · Enter draw,2025-07-24,0,0,0,0
LucianFre_TL_25 · Purchases,2025-07-24,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-24,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-24,180454,166077,1995,892.11
SHong_AIB_25 · Purchases,2025-07-24,5347,4761,122,57.1
CarrieMae_TL_25 · Purchases,2025-07-23,78852,71326,1356,1163.53
CarrieMae_TL_25 · Sign-ups,2025-07-23,174418,163531,2295,2166.83
DavidC_AIB_25 · Purchases,2025-07-23,3055,2585,41,30.38
FelipePan_TL_25 · Purchases,2025-07-23,0,0,0,0
GabrielleG_AIB_25 · Purchases,2025-07-23,0,0,0,0
GraysonPe_Large_25 · Pre-order,2025-07-23,0,0,0,0
JamesJarv_HangInThe_25 · Enter draw,2025-07-23,54553,46753,902,515.87
JustinO_AIB_25 · Purchases,2025-07-23,5465,4786,113,59.54
LeeUfan_From_25 · Enter draw,2025-07-23,0,0,0,0
LucianFre_TL_25 · Purchases,2025-07-23,0,0,0,0
LucianFre_TL_25 · Sign-ups,2025-07-23,0,0,0,0
PietParra_Dip_25 · Sign-ups,2025-07-23,313310,264024,2402,1512.65
