campaign_name,spend_date,impressions,reach,link_clicks,spend
CindySher_LE_26 · Enter draw,2026-06-09,132678,124187,4977,1339.77
EddieMart_LE_25 · Enter draw,2026-06-09,0,0,0,0
HankWillisT_LE_26 · Enter draw,2026-06-09,2125,1996,46,19.91
JoelMesler_TL_26 · Sign-ups,2026-06-09,0,0,0,0
JohnsonTs_Alliance_26 · Enter draw,2026-06-09,10157,9035,325,89.01
UrsFischer_LE_26 · Enter draw,2026-06-09,12252,10690,221,130.97
Albers_LE_26 · Enter draw,2026-06-08,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-08,0,0,0,0
AiWeiwei_Guardian2_26 · Purchases,2026-06-08,341650,318856,5680,4353.85
AliceB_AIB_25 · Purchases,2026-06-08,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-06-08,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-08,38101,34813,1908,361.97
EddieMart_LE_25 · Enter draw,2026-06-08,0,0,0,0
UrsFischer_LE_26 · Enter draw,2026-06-08,10248,9883,126,70.16
AiWeiwei_Guardian2_26 · Purchases,2026-06-07,172564,163009,2937,2531.84
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-07,0,0,0,0
Albers_LE_26 · Enter draw,2026-06-07,0,0,0,0
AliceB_AIB_25 · Purchases,2026-06-07,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-07,17219,13867,187,295.48
AiWeiwei_Guardian2_26 · Purchases,2026-06-06,152681,141567,2897,2199.2
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-06,0,0,0,0
Albers_LE_26 · Enter draw,2026-06-06,0,0,0,0
AliceB_AIB_25 · Purchases,2026-06-06,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-06-06,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-06,28909,21649,355,505.5
EddieMart_LE_25 · Enter draw,2026-06-06,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-06-06,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-06-05,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-05,0,0,0,0
Albers_LE_26 · Enter draw,2026-06-05,0,0,0,0
AliceB_AIB_25 · Purchases,2026-06-05,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-06-05,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-05,2616,1668,41,36.94
EddieMart_LE_25 · Enter draw,2026-06-05,0,0,0,0
AiWeiwei_Guardian2_26 · Purchases,2026-06-05,126328,115036,2701,1506.81
AiWeiwei_Guardian2_26 · Purchases,2026-06-04,98009,92878,1444,992.61
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-04,0,0,0,0
Albers_LE_26 · Enter draw,2026-06-04,0,0,0,0
AliceB_AIB_25 · Purchases,2026-06-04,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-06-04,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-04,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-06-04,0,0,0,0
Albers_LE_26 · Enter draw,2026-06-03,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-03,0,0,0,0
AiWeiwei_Guardian2_26 · Purchases,2026-06-03,54912,51003,1051,535.1
AliceB_AIB_25 · Purchases,2026-06-03,3855,3134,65,42.03
AntonyMic_LE_26 · Enter draw,2026-06-03,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-03,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-06-03,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-06-03,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-06-03,0,0,0,0
AiWeiwei_Guardian2_26 · Purchases,2026-06-02,61084,57333,1387,534.86
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-02,126327,117690,2453,1428.01
Albers_LE_26 · Enter draw,2026-06-02,0,0,0,0
AliceB_AIB_25 · Purchases,2026-06-02,9658,8777,104,76.95
AntonyMic_LE_26 · Enter draw,2026-06-02,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-02,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-06-02,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-06-02,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-06-02,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-06-02,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-06-01,0,0,0,0
Albers_LE_26 · Enter draw,2026-06-01,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-06-01,0,0,0,0
CindySher_LE_26 · Enter draw,2026-06-01,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-06-01,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-06-01,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-06-01,313501,292231,5206,3110.42
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-31,348487,320336,5634,3201.92
Albers_LE_26 · Enter draw,2026-05-31,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-05-31,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-31,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-05-31,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-31,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-31,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-30,288971,268694,4593,2792.16
Albers_LE_26 · Enter draw,2026-05-30,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-05-30,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-30,34956,17947,229,1337.3
EddieMart_LE_25 · Enter draw,2026-05-30,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-30,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-29,283820,255288,4762,2749.13
Albers_LE_26 · Enter draw,2026-05-29,0,0,0,0
AntonyMic_LE_26 · Enter draw,2026-05-29,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-29,23624,16244,178,679.69
EddieMart_LE_25 · Enter draw,2026-05-29,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-29,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-29,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-28,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-28,130996,119594,1692,1825.58
AntonyMic_LE_26 · Enter draw,2026-05-28,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-28,26019,14951,166,581.65
EddieMart_LE_25 · Enter draw,2026-05-28,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-28,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-28,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-28,268537,251320,4542,2523.82
ShirinNeshat_TL_26 · Purchases,2026-05-28,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-27,254323,238017,4033,2459.83
Albers_LE_26 · Enter draw,2026-05-27,188849,178105,2452,2748.66
AntonyMic_LE_26 · Enter draw,2026-05-27,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-27,26275,14276,216,574.73
EddieMart_LE_25 · Enter draw,2026-05-27,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-27,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-27,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-27,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-27,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-27,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-26,207134,193565,2121,2397.14
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-26,229042,214530,3724,2076.75
AntonyMic_LE_26 · Enter draw,2026-05-26,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-26,25426,14375,247,550.78
EddieMart_LE_25 · Enter draw,2026-05-26,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-26,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-26,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-26,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-26,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-26,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-26,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-25,243514,231765,4721,2217.01
Albers_LE_26 · Enter draw,2026-05-25,237167,223478,3107,2984.84
AntonyMic_LE_26 · Enter draw,2026-05-25,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-25,9224,6425,127,157.71
EddieMart_LE_25 · Enter draw,2026-05-25,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-25,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-25,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-25,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-25,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-25,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-24,7749,5138,129,146.43
Albers_LE_26 · Enter draw,2026-05-24,321658,282945,4613,4167.29
AntonyMic_LE_26 · Enter draw,2026-05-24,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-24,280240,251672,5465,2468.2
EddieMart_LE_25 · Enter draw,2026-05-24,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-24,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-24,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-24,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-24,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-23,226540,211371,4421,2221.43
Albers_LE_26 · Enter draw,2026-05-23,276657,246453,4206,3691.56
AntonyMic_LE_26 · Enter draw,2026-05-23,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-23,3277,1936,64,66.15
EddieMart_LE_25 · Enter draw,2026-05-23,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-23,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-23,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-23,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-23,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-23,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-22,194465,181773,3696,1598.47
Albers_LE_26 · Enter draw,2026-05-22,287504,253047,4396,3407.25
AntonyMic_LE_26 · Enter draw,2026-05-22,0,0,0,0
CindySher_LE_26 · Enter draw,2026-05-22,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-05-22,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-22,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-22,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-22,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-22,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-22,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-21,170794,158218,3407,1266.46
Albers_LE_26 · Enter draw,2026-05-21,219439,202666,2928,2252.73
AntonyMic_LE_26 · Enter draw,2026-05-21,13446,12248,156,127.4
EddieMart_LE_25 · Enter draw,2026-05-21,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-21,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-21,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-21,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-21,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-21,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-21,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-21,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-20,184077,173685,3262,1300.45
Albers_LE_26 · Enter draw,2026-05-20,184512,171775,3553,2164.33
AntonyMic_LE_26 · Enter draw,2026-05-20,30000,26354,440,265
CindySher_LE_26 · Enter draw,2026-05-20,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-05-20,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-20,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-20,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-20,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-20,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-20,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-20,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-20,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-19,177487,162561,3628,1564.6
Albers_LE_26 · Enter draw,2026-05-19,93078,87909,1172,782.8
AntonyMic_LE_26 · Enter draw,2026-05-19,26654,22728,468,281.6
CindySher_LE_26 · Enter draw,2026-05-19,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-05-19,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-19,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-19,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-19,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-19,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-19,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-19,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-19,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-18,158867,149624,3040,1361.87
Albers_LE_26 · Enter draw,2026-05-18,226916,213816,2801,2855.04
AntonyMic_LE_26 · Enter draw,2026-05-18,37135,33328,556,363.16
CindySher_LE_26 · Enter draw,2026-05-18,0,0,0,0
EddieMart_LE_25 · Enter draw,2026-05-18,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-18,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-18,0,0,0,0
Inventory_Test_26,2026-05-18,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-18,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-18,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-18,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-18,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-18,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-17,142597,136037,2685,1179.47
Albers_LE_26 · Enter draw,2026-05-17,283152,265697,3872,3884.91
AntonyMic_LE_26 · Enter draw,2026-05-17,28556,24874,473,319
CindySher_LE_26 · Enter draw,2026-05-17,17593,8113,243,443.92
EddieMart_LE_25 · Enter draw,2026-05-17,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-17,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-17,0,0,0,0
Inventory_Test_26,2026-05-17,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-17,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-17,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-17,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-17,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-17,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-16,79647,76055,1673,746.94
Albers_LE_26 · Enter draw,2026-05-16,251121,234393,3577,3428.24
AntonyMic_LE_26 · Enter draw,2026-05-16,24825,20975,419,291.25
CindySher_LE_26 · Enter draw,2026-05-16,7646,2811,144,355.47
EddieMart_LE_25 · Enter draw,2026-05-16,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-16,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-16,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-16,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-16,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-16,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-16,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-16,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-15,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-15,85498,79996,1999,732.25
Albers_LE_26 · Enter draw,2026-05-15,277184,252706,6210,4279.04
AntonyMic_LE_26 · Enter draw,2026-05-15,27020,25414,342,220.04
CindySher_LE_26 · Enter draw,2026-05-15,873,583,24,31.93
EddieMart_LE_25 · Enter draw,2026-05-15,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-15,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-15,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-15,4342,4134,43,58.68
Maurizio_NonaOra_26 · Enter draw,2026-05-15,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-15,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-15,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-15,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-15,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-14,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-14,145764,134615,3219,1216.91
Albers_LE_26 · Enter draw,2026-05-14,322986,302736,4896,3728.36
EddieMart_LE_25 · Enter draw,2026-05-14,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-14,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-14,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-14,13198,12416,135,210.86
Maurizio_NonaOra_26 · Enter draw,2026-05-14,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-14,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-14,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-14,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-14,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-13,0,0,0,0
AiWeiwei_Guardian2_26 · Sign-ups,2026-05-13,68311,62473,1514,581.02
Albers_LE_26 · Enter draw,2026-05-13,214423,199907,2656,2263.38
EddieMart_LE_25 · Enter draw,2026-05-13,0,0,0,0
GraysonPerry_TL_25 · Purchases,2026-05-13,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-13,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-13,10425,9780,55,119.98
Maurizio_NonaOra_26 · Enter draw,2026-05-13,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-13,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-13,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-13,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-13,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-12,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-12,113328,106072,1744,1411.11
EddieMart_LE_25 · Enter draw,2026-05-12,17720,15799,115,148.73
GraysonPerry_TL_25 · Purchases,2026-05-12,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-12,0,0,0,0
Inventory_Test_26,2026-05-12,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-12,0,0,0,0
LucianFreud_TL_26 · Purchases,2026-05-12,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-12,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-12,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-12,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-12,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-12,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-11,115755,107426,1816,1208.93
EddieMart_LE_25 · Enter draw,2026-05-11,58510,53137,402,508.67
GraysonPerry_TL_25 · Purchases,2026-05-11,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-11,0,0,0,0
Inventory_Test_26,2026-05-11,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-11,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-11,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-11,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-11,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-11,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-11,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-10,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-10,83395,74782,1616,994.02
EddieMart_LE_25 · Enter draw,2026-05-10,39289,35516,314,397.43
GraysonPerry_TL_25 · Purchases,2026-05-10,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-10,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-10,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-10,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-10,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-10,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-10,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-09,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-09,108742,100867,2838,1175.5
EddieMart_LE_25 · Enter draw,2026-05-09,10189,8086,143,157.71
GraysonPerry_TL_25 · Purchases,2026-05-09,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-09,0,0,0,0
Inventory_Test_26,2026-05-09,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-09,0,0,0,0
LucianFreud_TL_26 · Purchases,2026-05-09,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-09,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-09,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-09,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-09,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-09,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-08,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-08,57390,45875,1611,570.92
EddieMart_LE_25 · Enter draw,2026-05-08,17645,15850,174,242.01
GraysonPerry_TL_25 · Purchases,2026-05-08,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-08,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-08,0,0,0,0
LucianFreud_TL_26 · Purchases,2026-05-08,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-08,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-08,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-08,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-08,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-08,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-07,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-07,28706,26307,890,258.13
EddieMart_LE_25 · Enter draw,2026-05-07,20609,17003,204,287.48
GraysonPerry_TL_25 · Purchases,2026-05-07,13101,12581,265,159.16
GraysonPerry_TL_25 · Sign-ups,2026-05-07,0,0,0,0
Inventory_Test_26,2026-05-07,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-07,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-07,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-07,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-07,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-07,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-07,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-06,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-06,26841,24778,690,233.98
EddieMart_LE_25 · Enter draw,2026-05-06,30457,27681,332,414.31
GraysonPerry_TL_25 · Purchases,2026-05-06,12391,11731,286,135.61
GraysonPerry_TL_25 · Sign-ups,2026-05-06,0,0,0,0
Inventory_Test_26,2026-05-06,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-06,0,0,0,0
LucianFreud_TL_26 · Purchases,2026-05-06,0,0,0,0
LucianFreud_TL_26 · Sign-ups,2026-05-06,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-06,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-06,0,0,0,0
Paulnsect_Repeat_25 · Enter draw,2026-05-06,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-06,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-06,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-05,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-05,31944,29454,676,246.5
EddieMart_LE_25 · Enter draw,2026-05-05,20827,18833,178,264.14
GraysonPerry_TL_25 · Purchases,2026-05-05,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-05,0,0,0,0
Inventory_Test_26,2026-05-05,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-05,4636,4092,46,88.87
LucianFreud_TL_26 · Sign-ups,2026-05-05,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-05,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-05,46215,40916,458,314.07
Paulnsect_Repeat_25 · Enter draw,2026-05-05,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-05,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-05,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-04,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-04,29384,27001,622,251.56
EddieMart_LE_25 · Enter draw,2026-05-04,14521,13182,151,183.27
GraysonPerry_TL_25 · Purchases,2026-05-04,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-04,0,0,0,0
Inventory_Test_26,2026-05-04,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-04,10656,9451,146,193.11
LucianFreud_TL_26 · Sign-ups,2026-05-04,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-04,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-04,82280,70497,709,483.71
Paulnsect_Repeat_25 · Enter draw,2026-05-04,0,0,0,0
ShirinNeshat_TL_26 · Purchases,2026-05-04,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-04,0,0,0,0
AiWeiwei_FingerSE_25 · Enter draw,2026-05-03,0,0,0,0
Albers_LE_26 · Enter draw,2026-05-03,11389,10546,159,94.38
EddieMart_LE_25 · Enter draw,2026-05-03,20824,19082,189,214.75
GraysonPerry_TL_25 · Purchases,2026-05-03,0,0,0,0
GraysonPerry_TL_25 · Sign-ups,2026-05-03,0,0,0,0
Inventory_Test_26,2026-05-03,0,0,0,0
JoelMesler_TL_26 · Sign-ups,2026-05-03,16184,13892,221,218.49
LucianFreud_TL_26 · Sign-ups,2026-05-03,0,0,0,0
Maurizio_NonaOra_26 · Enter draw,2026-05-03,0,0,0,0
Maurizio_Therapy_26 · Enter draw,2026-05-03,81980,64011,739,417.77
ShirinNeshat_TL_26 · Purchases,2026-05-03,0,0,0,0
ShirinNeshat_TL_26 · Sign-ups,2026-05-03,0,0,0,0
